"AIRT","Air T, Inc.","32.25","65906325.75","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","20.35","1202285875.45","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/atsg",
"ALK","Alaska Air Group, Inc.","67.49","8311051933.11","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/alk",
"ALGT","Allegiant Travel Company","136.25","2202281371.25","n/a","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"AAL","American Airlines Group, Inc.","40.48","18641413063.68","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"ARCB","ArcBest Corporation","48.1","1235406075.8","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",
"ASC","Ardmore Shipping Corporation","7","231684817","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"AAWW","Atlas Air Worldwide Holdings","60.9","1557519996.9","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",
"AVH","Avianca Holdings S.A.","5.46","680443824.06","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/avh",
"AZUL","Azul S.A.","16.82","1897740148.92","n/a","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",
"BSTI","BEST Inc.","7.44","2880024000","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/bsti",
"BCO","Brink&#39;s Company (The)","75.1","3826481306.5","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",
"BRS","Bristow Group Inc","10.96","391987414","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/brs",
"CHRW","C.H. Robinson Worldwide, Inc.","96.08","13311355463.92","n/a","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CNI","Canadian National Railway Company","88.91","65274718086.74","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cni",
"CP","Canadian Pacific Railway Limited","210.55","30018905378.55","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cp",
"CPLP","Capital Product Partners L.P.","2.99","380467609.08","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CEA","China Eastern Airlines Corporation Ltd.","31.95","9244787230.35","n/a","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cea",
"ZNH","China Southern Airlines Company Limited","33.3","6718723384.5","n/a","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/znh",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","7.29","727993054.17","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/vlrs",
"CPA","Copa Holdings, S.A.","79.94","3373095399.66","n/a","2005","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cpa",
"CAAP","Corporacion America Airports SA","9.1","1456202584.2","n/a","2018","Transportation","Aerospace","https://www.nasdaq.com/symbol/caap",
"CMRE","Costamare Inc.","7.03","775966830.5","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cmre",
"CVTI","Covenant Transportation Group, Inc.","29.87","547910308.68","n/a","1994","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/cvti",
"CYRX","CryoPort, Inc.","14.2","405689342.4","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrx",
